id,subject,sender,date,snippet,prediction,confidence,category,sub_category,importance,matched_keywords,is_unread
19d166fe3b677408,Build with AI at IIMA this summer (Fully Sponsored),Tanu from Unstop <noreply@unstop.news>,"Sun, 22 Mar 2026 22:15:24 +0530",Check out how. ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿,NOT SPAM,65.25304891990541,Work,Work,Not Important,,True
19d163c38923c188,"lavera_jewellery, catch up on moments you've missed",Instagram <notification@priority.instagram.com>,"Sun, 22 Mar 2026 08:48:54 -0700","s__srush , im_moksh13 and others posted something new. Catch up on Instagram s__srush, im_moksh13 and others posted something new. Open Instagram 1 You have 1 notification you may not have seen. This",NOT SPAM,91.38884293807392,Work,Transactions,Not Important,,True
19d160f76d97fa53,Last Chance: Build Your Unstop Igniters Club (Registrations Close 31st March!),Team Unstop <noreply@unstop.news>,"Sun, 22 Mar 2026 20:30:05 +0530",Apply Now! ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿,NOT SPAM,68.734175561702,Work,Work,Not Important,,True
19d15a8a7db8bab0,RBI Hiring Alert - Your profile is a match!,Jia from Unstop <noreply@dare2compete.news>,"Sun, 22 Mar 2026 13:07:47 +0000",Earn a stipend of INR 45000! ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏ ﻿ ͏,NOT SPAM,65.53805870691366,Work,Notifications,Not Important,,True
19d157c4377a1452,You appeared in recent searches,LinkedIn <notifications-noreply@linkedin.com>,"Sun, 22 Mar 2026 12:19:08 +0000 (UTC)",You appeared in recent searches ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,NOT SPAM,84.6139549810133,Work,Newsletters,Not Important,,True
19d152fe8dcae0c6,isha it's time to lock in 🫡,UNiDAYS <hello@info.myunidays.com>,"Sun, 22 Mar 2026 10:55:54 +0000",These deals are just too good to go unnoticed 🚀 ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,SPAM,53.17631489761012,Lottery/Prize Scam,Lottery/Prize Scam,Not Important,,True
19d14321d5069558,“associate”: TP - Customer Service Representative - WFH and more,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,"Sun, 22 Mar 2026 06:18:25 +0000 (UTC)",TP Customer Service Representative - WFH: We are hiring for Customer Support Representative… ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,NOT SPAM,84.66680786944347,Work,Transactions,Important,"project, job",True
19d13c4076b5c351,“associate”: IDFC FIRST Bank - Associate Operations Specialist - BBG & Agri Operations and more,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,"Sun, 22 Mar 2026 04:18:25 +0000 (UTC)",IDFC FIRST Bank Associate Operations Specialist - BBG &amp; Agri Operations: Job RequirementsAbout the RoleThe Associate… ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,NOT SPAM,89.05995648012303,Work,Transactions,Important,job,True
19d1220aa4f57ec1,🦾 Run LLMs on Your Phone,"""TAAFT - There's An AI For That"" <hi@mail.theresanaiforthat.com>","Sat, 21 Mar 2026 20:33:01 +0000 (UTC)","Privacy-first AI, WordPress agents, Palantir x Pentagon, Karpathy on agents, and more... ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌",NOT SPAM,66.78918730042872,Work,Work/Meetings,Important,"job, meeting",True
19d120c90ecbbc81,You appeared in recent searches,LinkedIn <notifications-noreply@linkedin.com>,"Sat, 21 Mar 2026 20:18:24 +0000 (UTC)",You appeared in recent searches ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,NOT SPAM,84.6139549810133,Work,Newsletters,Not Important,,True
